"Nombre Preferente","Idioma Nombre Preferente","Estatus Nombre Preferente","Variante","Idioma Variante","Grupo","Tipo Entidad","Municipio","Provincia","Comunidad Autónoma","Latitud A","Longitud A","Sistema de Referencia A","Latitud B","Longitud B","Sistema de Referencia B","Mapa","Fuente Nombre Preferente","Fuente Variante","Antes","Idioma Antes"
"Granada","spa","Oficial",,,"POBLA","Población 1",,"Granada","Andalucía","37º10'","-3º35'","ED50","37º9'55""","-3º35'4""","ETRS89","1009","REL",,,
"Huelva","spa","Oficial",,,"POBLA","Población 1",,"Huelva","Andalucía","37º15'","-6º56'","ED50","37º14'55""","-6º56'4""","ETRS89","0999","REL",,,
"Sierra Alhamilla","spa",,,,"OROGR","Sierra",,"Almería","Andalucía","37º00'","-2º17'","ED50","36º59'55""","-2º17'4""","ETRS89","1045","1:1 millón",,,
"Jaén","spa","Oficial",,,"POBLA","Población 1",,"Jaén","Andalucía","37º45'","-3º47'","ED50","37º44'55""","-3º47'4""","ETRS89","0947","REL",,,
"Linares","spa","Oficial",,,"POBLA","Población 1",,"Jaén","Andalucía","38º05'","-3º38'","ED50","38º4'55""","-3º38'4""","ETRS89","0905","REL",,,
"Fuengirola","spa","Oficial",,,"POBLA","Población 1",,"Málaga","Andalucía","36º32'","-4º37'","ED50","36º31'55""","-4º37'4""","ETRS89","1066","REL",,,
"Málaga","spa","Oficial",,,"POBLA","Población 1",,"Málaga","Andalucía","36º43'","-4º25'","ED50","36º42'55""","-4º25'4""","ETRS89","1053","REL",,,
"Marbella","spa","Oficial",,,"POBLA","Población 1",,"Málaga","Andalucía","36º31'","-4º52'","ED50","36º30'55""","-4º52'4""","ETRS89","1065","REL",,,
"Torremolinos","spa","Oficial",,,"POBLA","Población 1",,"Málaga","Andalucía","36º36'","-4º31'","ED50","36º35'55""","-4º31'4""","ETRS89","1067","REL",,,
"Alcalá de Guadaíra","spa","Oficial",,,"POBLA","Población 1",,"Sevilla","Andalucía","37º20'","-5º50'","ED50","37º19'55""","-5º50'4""","ETRS89","0985","REL",,"Alcalá de Guadaira","spa"
"Dos Hermanas","spa","Oficial",,,"POBLA","Población 1",,"Sevilla","Andalucía","37º17'","-5º54'","ED50","37º16'55""","-5º54'4""","ETRS89","1002","REL",,,
"Sevilla","spa","Oficial",,,"POBLA","Población 1",,"Sevilla","Andalucía","37º23'","-5º59'","ED50","37º22'55""","-5º59'4""","ETRS89","0984","REL",,,
"Guadalajara","spa","Oficial",,,"POBLA","Población 1",,"Guadalajara","Castilla-La Mancha","40º38'","-3º09'","ED50","40º37'55""","-3º9'4""","ETRS89","0536","REL",,,
"Talavera de la Reina","spa","Oficial",,,"POBLA","Población 1",,"Toledo","Castilla-La Mancha","39º57'","-4º49'","ED50","39º56'55""","-4º49'4""","ETRS89","0627","REL",,,
"Toledo","spa","Oficial",,,"POBLA","Población 1",,"Toledo","Castilla-La Mancha","39º51'","-4º01'","ED50","39º50'55""","-4º1'4""","ETRS89","0629","REL",,,
"Badalona","cat","Oficial",,,"POBLA","Población 1",,"Barcelona","Cataluña/Catalunya","41º27'","2º14'","ED50","41º26'56""","2º13'56""","ETRS89","0421","REL",,,
"Barcelona","cat","Oficial",,,"POBLA","Población 1",,"Barcelona","Cataluña/Catalunya","41º23'","2º10'","ED50","41º22'56""","2º9'56""","ETRS89","0421","REL",,,
"Castelldefels","cat","Oficial",,,"POBLA","Población 1",,"Barcelona","Cataluña/Catalunya","41º16'","1º58'","ED50","41º15'56""","1º57'56""","ETRS89","0448","REL",,,
"Cerdanyola del Vallès","cat","Oficial",,,"POBLA","Población 1",,"Barcelona","Cataluña/Catalunya","41º29'","2º08'","ED50","41º28'56""","2º7'56""","ETRS89","0420","REL",,,
"Cornellà de Llobregat","cat","Oficial",,,"POBLA","Población 1",,"Barcelona","Cataluña/Catalunya","41º21'","2º04'","ED50","41º20'56""","2º3'56""","ETRS89","0420","REL",,,
"Granollers","cat","Oficial",,,"POBLA","Población 1",,"Barcelona","Cataluña/Catalunya","41º36'","2º17'","ED50","41º35'56""","2º16'56""","ETRS89","0393","REL",,,
"L'Hospitalet de Llobregat","cat","Oficial",,,"POBLA","Población 1",,"Barcelona","Cataluña/Catalunya","41º21'","2º06'","ED50","41º20'56""","2º5'56""","ETRS89","0420","REL",,,
"Manresa","cat","Oficial",,,"POBLA","Población 1",,"Barcelona","Cataluña/Catalunya","41º43'","1º49'","ED50","41º42'56""","1º48'56""","ETRS89","0363","REL",,,
"Mataró","cat","Oficial",,,"POBLA","Población 1",,"Barcelona","Cataluña/Catalunya","41º32'","2º26'","ED50","41º31'56""","2º25'56""","ETRS89","0393","REL",,,
"Mollet del Vallès","cat","Oficial",,,"POBLA","Población 1",,"Barcelona","Cataluña/Catalunya","41º32'","2º12'","ED50","41º31'56""","2º11'56""","ETRS89","0641","REL",,,
"El Prat de Llobregat","cat","Oficial",,,"POBLA","Población 1",,"Barcelona","Cataluña/Catalunya","41º19'","2º05'","ED50","41º18'56""","2º4'56""","ETRS89","0448","REL",,,
"Rubí","cat","Oficial",,,"POBLA","Población 1",,"Barcelona","Cataluña/Catalunya","41º29'","2º01'","ED50","41º28'56""","2º0'56""","ETRS89","0420","REL",,,
"Sabadell","cat","Oficial",,,"POBLA","Población 1",,"Barcelona","Cataluña/Catalunya","41º32'","2º06'","ED50","41º31'56""","2º5'56""","ETRS89","0392","REL",,,
"Coslada","spa","Oficial",,,"POBLA","Población 1",,"Madrid","Comunidad de Madrid","40º25'","-3º33'","ED50","40º24'55""","-3º33'4""","ETRS89","0559","REL",,,
"Fuenlabrada","spa","Oficial",,,"POBLA","Población 1",,"Madrid","Comunidad de Madrid","40º17'","-3º47'","ED50","40º16'55""","-3º47'4""","ETRS89","0582","REL",,,
"Getafe","spa","Oficial",,,"POBLA","Población 1",,"Madrid","Comunidad de Madrid","40º18'","-3º43'","ED50","40º17'55""","-3º43'4""","ETRS89","0582","REL",,,
"Leganés","spa","Oficial",,,"POBLA","Población 1",,"Madrid","Comunidad de Madrid","40º19'","-3º45'","ED50","40º18'55""","-3º45'4""","ETRS89","0582","REL",,,
"Madrid","spa","Oficial",,,"POBLA","Población 1",,"Madrid","Comunidad de Madrid","40º24'","-3º41'","ED50","40º23'55""","-3º41'4""","ETRS89","0559","REL",,,
"Majadahonda","spa","Oficial",,,"POBLA","Población 1",,"Madrid","Comunidad de Madrid","40º28'","-3º52'","ED50","40º27'55""","-3º52'4""","ETRS89","0558","REL",,,
"Móstoles","spa","Oficial",,,"POBLA","Población 1",,"Madrid","Comunidad de Madrid","40º19'","-3º51'","ED50","40º18'55""","-3º51'4""","ETRS89","0581","REL",,,
"Parla","spa","Oficial",,,"POBLA","Población 1",,"Madrid","Comunidad de Madrid","40º14'","-3º46'","ED50","40º13'55""","-3º46'4""","ETRS89","0582","REL",,,
"Pozuelo de Alarcón","spa","Oficial",,,"POBLA","Población 1",,"Madrid","Comunidad de Madrid","40º26'","-3º48'","ED50","40º25'55""","-3º48'4""","ETRS89","0559","REL",,,
"San Sebastián de los Reyes","spa","Oficial",,,"POBLA","Población 1",,"Madrid","Comunidad de Madrid","40º32'","-3º37'","ED50","40º31'55""","-3º37'4""","ETRS89","0534","REL",,,
"Torrejón de Ardoz","spa","Oficial",,,"POBLA","Población 1",,"Madrid","Comunidad de Madrid","40º27'","-3º28'","ED50","40º26'55""","-3º28'4""","ETRS89","0560","REL",,,
"Valdemoro","spa","Oficial",,,"POBLA","Población 1",,"Madrid","Comunidad de Madrid","40º11'","-3º40'","ED50","40º10'55""","-3º40'4""","ETRS89","0582","REL",,,
"Pamplona/Iruña","spa/eus","Oficial",,,"POBLA","Población 1",,"Navarra","Comunidad Foral de Navarra","42º48'","-1º38'","ED50","42º47'56""","-1º38'4""","ETRS89","0141","REL",,,
"Benidorm","cat","Oficial",,,"POBLA","Población 1",,"Alacant/Alicante","Comunitat Valenciana","38º32'","-0º07'","ED50","38º31'55""","-0º7'4""","ETRS89","0848","REL",,,
"Alicante/Alacant","spa/cat","Oficial",,,"POBLA","Población 1",,"Alacant/Alicante","Comunitat Valenciana","38º21'","-0º29'","ED50","38º20'55""","-0º29'4""","ETRS89","0872","REL",,"Alicante/Alacant","spa/cat"
"Lugo","glg","Oficial",,,"POBLA","Población 1",,"Lugo","Galicia","43º00'","-7º33'","ED50","42º59'55""","-7º33'5""","ETRS89","0072","REL",,,
"Ourense","glg","Oficial",,,"POBLA","Población 1",,"Ourense","Galicia","42º20'","-7º51'","ED50","42º19'55""","-7º51'5""","ETRS89","0187","REL",,,
"Pontevedra","glg","Oficial",,,"POBLA","Población 1",,"Pontevedra","Galicia","42º26'","-8º38'","ED50","42º25'55""","-8º38'5""","ETRS89","0185","REL",,,
"Vigo","glg","Oficial",,,"POBLA","Población 1",,"Pontevedra","Galicia","42º14'","-8º43'","ED50","42º13'55""","-8º43'5""","ETRS89","0223","REL",,,
"Palma de Mallorca","cat","Oficial",,,"POBLA","Población 1",,"Illes Balears","Illes Balears","39º34'","2º39'","ED50","39º33'55""","2º38'56""","ETRS89","0698","REL",,"Palma de Mallorca","cat"
"Logroño","spa","Oficial",,,"POBLA","Población 1",,"La Rioja","La Rioja","42º28'","-2º26'","ED50","42º27'55""","-2º26'4""","ETRS89","0204","REL",,,
"Vitoria-Gasteiz","spa/eus","Oficial",,,"POBLA","Población 1",,"Araba/Álava","País Vasco/Euskadi","42º51'","-2º40'","ED50","42º50'55""","-2º40'4""","ETRS89","0112","REL",,,
"Irun","eus","Oficial",,,"POBLA","Población 1",,"Gipuzkoa","País Vasco/Euskadi","43º20'","-1º47'","ED50","43º19'56""","-1º47'4""","ETRS89","0041","REL",,"Irún","spa"
"Donostia/San Sebastián","eus/spa","Oficial",,,"POBLA","Población 1","Donostia-San Sebastián","Gipuzkoa","País Vasco/Euskadi","43º19'","-1º58'","ED50","43º18'56""","-1º58'4""","ETRS89","0064","REL",,,
"San Vicente de Barakaldo/San Bizenti-Barakaldo","spa/eus","Oficial",,,"POBLA","Población 1","Barakaldo","Bizkaia","País Vasco/Euskadi","43º17'","-2º59'","ED50","43º16'56""","-2º59'5""","ETRS89","0061","REL",,,
"Bilbao","und","Oficial",,,"POBLA","Población 1",,"Bizkaia","País Vasco/Euskadi","43º15'","-2º55'","ED50","43º14'56""","-2º55'5""","ETRS89","0061","REL",,,
"Avilés","spa","Oficial",,,"POBLA","Población 1",,"Asturias","Principado de Asturias","43º33'","-5º55'","ED50","43º32'55""","-5º55'5""","ETRS89","0013","REL",,,
"Oviedo","spa","Oficial",,,"POBLA","Población 1",,"Asturias","Principado de Asturias","43º21'","-5º50'","ED50","43º20'55""","-5º50'5""","ETRS89","0029","REL",,,
"Gijón/Xixón","spa/ast","Oficial",,,"POBLA","Población 1","Gijón","Asturias","Principado de Asturias","43º32'","-5º39'","ED50","43º31'55""","-5º39'5""","ETRS89","0014","REL",,"Gijón","spa"
"Puertollano","spa","Oficial",,,"POBLA","Población 1",,"Ciudad Real","Castilla-La Mancha","38º41'","-4º06'","ED50","38º40'55""","-4º6'4""","ETRS89","0810","REL",,,
"Pegalajar","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","37º44'","-3º38'","ED50","37º43'55""","-3º38'4""","ETRS89","0947","REL",,,
"Porcuna","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","37º52'","-4º10'","ED50","37º51'55""","-4º10'4""","ETRS89","0925","REL",,,
"Pozo Alcón","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","37º42'","-2º55'","ED50","37º41'55""","-2º55'4""","ETRS89","0949","REL",,,
"La Puerta de Segura","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º20'","-2º44'","ED50","38º19'55""","-2º44'4""","ETRS89","0865","REL",,,
"Quesada","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","37º50'","-3º03'","ED50","37º49'55""","-3º3'4""","ETRS89","0928","REL",,,
"Rus","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º02'","-3º27'","ED50","38º1'55""","-3º27'4""","ETRS89","0906","REL",,,
"Sabiote","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º04'","-3º18'","ED50","38º3'55""","-3º18'4""","ETRS89","0906","REL",,,
"Santisteban del Puerto","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º15'","-3º12'","ED50","38º14'55""","-3º12'4""","ETRS89","0885","REL",,,
"Santo Tomé","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º01'","-3º06'","ED50","38º0'55""","-3º6'4""","ETRS89","0907","REL",,,
"Siles","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º23'","-2º34'","ED50","38º22'55""","-2º34'4""","ETRS89","0865","REL",,,
"Torre del Campo","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","37º46'","-3º53'","ED50","37º45'55""","-3º53'4""","ETRS89","0946","REL",,,
"Torreblascopedro","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","37º59'","-3º38'","ED50","37º58'55""","-3º38'4""","ETRS89","0926","REL",,,
"Torredonjimeno","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","37º46'","-3º57'","ED50","37º45'55""","-3º57'4""","ETRS89","0946","REL",,,
"Torreperogil","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º02'","-3º17'","ED50","38º1'55""","-3º17'4""","ETRS89","0906","REL",,"Torreperojil","spa"
"Úbeda","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º00'","-3º22'","ED50","37º59'55""","-3º22'4""","ETRS89","0906","REL",,,
"Valdepeñas de Jaén","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","37º35'","-3º49'","ED50","37º34'55""","-3º49'4""","ETRS89","0969","REL",,,
"Vilches","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º12'","-3º30'","ED50","38º11'55""","-3º30'4""","ETRS89","0885","REL",,,
"Villacarrillo","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º06'","-3º05'","ED50","38º5'55""","-3º5'4""","ETRS89","0907","REL",,,
"Benamocarra","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º47'","-4º09'","ED50","36º46'55""","-4º9'4""","ETRS89","1054","REL",,,
"Campillos","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","37º02'","-4º51'","ED50","37º1'55""","-4º51'4""","ETRS89","1022","REL",,,
"Cártama","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º43'","-4º37'","ED50","36º42'55""","-4º37'4""","ETRS89","1052","REL",,,
"Casabermeja","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º53'","-4º25'","ED50","36º52'55""","-4º25'4""","ETRS89","1039","REL",,,
"Casares","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º26'","-5º16'","ED50","36º25'55""","-5º16'4""","ETRS89","1071","REL",,,
"Coín","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º39'","-4º45'","ED50","36º38'55""","-4º45'4""","ETRS89","1066","REL",,,
"Colmenar","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º54'","-4º20'","ED50","36º53'55""","-4º20'4""","ETRS89","1039","REL",,,
"Cómpeta","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º50'","-3º58'","ED50","36º49'55""","-3º58'4""","ETRS89","1054","REL",,,
"Cortes de la Frontera","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º37'","-5º20'","ED50","36º36'55""","-5º20'4""","ETRS89","1064","REL",,,
"Cuevas de San Marcos","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","37º16'","-4º24'","ED50","37º15'55""","-4º24'4""","ETRS89","1007","REL",,,
"Estepona","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º26'","-5º09'","ED50","36º25'55""","-5º9'4""","ETRS89","1072","REL",,,
"Frigiliana","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º47'","-3º53'","ED50","36º46'55""","-3º53'4""","ETRS89","1054","REL",,,
"Fuente de Piedra","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","37º08'","-4º43'","ED50","37º7'55""","-4º43'4""","ETRS89","1023","REL",,,
"Humilladero","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","37º06'","-4º41'","ED50","37º5'55""","-4º41'4""","ETRS89","1023","REL",,,
"Manilva","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º22'","-5º14'","ED50","36º21'55""","-5º14'4""","ETRS89","1071","REL",,,
"Mijas","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º35'","-4º38'","ED50","36º34'55""","-4º38'4""","ETRS89","1066","REL",,,
"Segovia","spa","Oficial",,,"ADMIN","Provincia",,"Segovia","Castilla y León","40º57'","-4º07'","ED50","40º56'55""","-4º7'4""","ETRS89","0483","REL",,,
"Cartagena","spa","Oficial",,,"POBLA","Población 1",,"Murcia","Región de Murcia","37º36'","-0º58'","ED50","37º35'55""","-0º58'4""","ETRS89","0977","REL",,,
"Lorca","spa","Oficial",,,"POBLA","Población 1",,"Murcia","Región de Murcia","37º40'","-1º41'","ED50","37º39'55""","-1º41'4""","ETRS89","0953","REL",,,
"Adra","spa","Oficial",,,"POBLA","Población 2",,"Almería","Andalucía","36º45'","-3º00'","ED50","36º44'55""","-3º0'4""","ETRS89","1057","REL",,,
"Albox","spa","Oficial",,,"POBLA","Población 2",,"Almería","Andalucía","37º23'","-2º08'","ED50","37º22'55""","-2º8'4""","ETRS89","0996","REL",,,
"Alhama de Almería","spa","Oficial",,,"POBLA","Población 2",,"Almería","Andalucía","36º57'","-2º34'","ED50","36º56'55""","-2º34'4""","ETRS89","1044","REL",,,
"Benahadux","spa","Oficial",,,"POBLA","Población 2",,"Almería","Andalucía","36º55'","-2º26'","ED50","36º54'55""","-2º26'4""","ETRS89","1045","REL",,,
"Berja","spa","Oficial",,,"POBLA","Población 2",,"Almería","Andalucía","36º50'","-2º56'","ED50","36º49'55""","-2º56'4""","ETRS89","1043","REL",,,
"Cantoria","spa","Oficial",,,"POBLA","Población 2",,"Almería","Andalucía","37º21'","-2º11'","ED50","37º20'55""","-2º11'4""","ETRS89","0995","REL",,,
"Puertos de Beceite","spa",,"el Port","cat","OROGR","Sierra",,"Teruel; Tarragona","Aragón; Cataluña/Catalunya","40º48'","0º16'","ED50","40º47'55""","0º15'56""","ETRS89","0521","1:1 millón","Cataluña/Catalunya",,
"Sierra de San Just","spa",,,,"OROGR","Sierra",,"Teruel","Aragón","40º46'","-0º40'","ED50","40º45'55""","-0º40'4""","ETRS89","0518","1:1 millón",,,
"Montes Universales","spa",,,,"OROGR","Sierra",,"Teruel","Aragón","40º21'","-1º42'","ED50","40º20'55""","-1º42'4""","ETRS89","0565","1:1 millón",,,
"Sierra de Vicor","spa",,,,"OROGR","Sierra",,"Zaragoza","Aragón","41º18'","-1º24'","ED50","41º17'55""","-1º24'4""","ETRS89","0438","1:1 millón",,,
"Sierra de la Virgen","spa",,,,"OROGR","Sierra",,"Zaragoza","Aragón","41º32'","-1º47'","ED50","41º31'55""","-1º47'4""","ETRS89","0381","1:1 millón",,,
"Sierra del Escudo de Cabuérniga","spa",,,,"OROGR","Sierra",,"Cantabria","Cantabria","43°16'","-4°18'","ED50","43º15'55""","-4º18'5""","ETRS89","0057","Cantabria",,,
"Sierra de Valnera","spa",,,,"OROGR","Sierra",,"Cantabria","Cantabria","43º09'","-3º42'","ED50","43º8'55""","-3º42'5""","ETRS89","0084","1:1 millón",,,
"Sierra de Ávila","spa",,,,"OROGR","Sierra",,"Ávila","Castilla y León","40º38'","-5º00'","ED50","40º37'55""","-5º0'4""","ETRS89","0530","1:1 millón",,,
"Altos de Baraona","spa",,,,"OROGR","Sierra",,"Soria","Castilla y León","41º16'","-2º42'","ED50","41º15'55""","-2º42'4""","ETRS89","0434","1:1 millón",,,
"Villanueva de la Reina","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º00'","-3º55'","ED50","37º59'55""","-3º55'4""","ETRS89","0904","REL",,,
"Villanueva del Arzobispo","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º10'","-3º00'","ED50","38º9'55""","-3º0'4""","ETRS89","0886","REL",,,
"Los Villares","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","37º41'","-3º49'","ED50","37º40'55""","-3º49'4""","ETRS89","0947","REL",,,
"Villargordo","spa","Oficial",,,"POBLA","Población 2","Villatorres","Jaén","Andalucía","37º56'","-3º43'","ED50","37º55'55""","-3º43'4""","ETRS89","0926","REL",,,
"Alameda","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","37º12'","-4º39'","ED50","37º11'55""","-4º39'4""","ETRS89","1006","REL",,,
"Algarrobo","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º46'","-4º02'","ED50","36º45'55""","-4º2'4""","ETRS89","1054","REL",,,
"Alhaurín de la Torre","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º39'","-4º33'","ED50","36º38'55""","-4º33'4""","ETRS89","1066","REL",,,
"Alhaurín el Grande","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º38'","-4º41'","ED50","36º37'55""","-4º41'4""","ETRS89","1066","REL",,,
"Almargen","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","37º00'","-5º01'","ED50","36º59'55""","-5º1'4""","ETRS89","1022","REL",,,
"Almogía","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º49'","-4º32'","ED50","36º48'55""","-4º32'4""","ETRS89","1052","REL",,,
"Álora","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º49'","-4º42'","ED50","36º48'55""","-4º42'4""","ETRS89","1052","REL",,,
"Alozaina","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","36º43'","-4º51'","ED50","36º42'55""","-4º51'4""","ETRS89","1051","REL",,,
"Antequera","spa","Oficial",,,"POBLA","Población 2",,"Málaga","Andalucía","37º00'","-4º33'","ED50","36º59'55""","-4º33'4""","ETRS89","1023","REL",,,
